,file,raw_name,scale,scope,model_key,lookup_key,model_family,variant,benchmark,benchmark_eval,client,weighted_accuracy,categories,subcategories,match_key,benchmark_norm,STEM,go,gsm8k,humanities,java,javascript,"other (business, health, misc.)",php,python,ruby,social sciences
10,eval_result/accuracies_ckpts_full_baselines_llama2_gsm8k_local.ckpt__code.json,full_baselines_llama2_gsm8k_local,full,baseline,llama2,llama2,LLaMA 2,Baseline (Gsm8K Local),gsm8k_local,code,,0.4958867590446538,"{'python': 0.49210858585858586, 'javascript': 0.4965293845441925, 'java': 0.4961908655096808, 'ruby': 0.49758666081614744, 'php': 0.4958965869465676, 'go': 0.5005947799314254}",{},"('baseline', 'full', 'llama2', 'gsm8k_local', '')",code,,0.5005947799314254,,,0.4961908655096808,0.4965293845441925,,0.4958965869465676,0.49210858585858586,0.49758666081614744,
11,eval_result/accuracies_ckpts_full_baselines_llama2_gsm8k_local.ckpt__gsm8k.json,full_baselines_llama2_gsm8k_local,full,baseline,llama2,llama2,LLaMA 2,Baseline (Gsm8K Local),gsm8k_local,gsm8k,,0.07050796057619409,{'gsm8k': 0.07050796057619409},{},"('baseline', 'full', 'llama2', 'gsm8k_local', '')",gsm8k,,,0.07050796057619409,,,,,,,,
12,eval_result/accuracies_ckpts_baselines_llama2_instr_local.ckpt.json,baselines_llama2_instr_local,default,baseline,llama2,llama2,LLaMA 2,Baseline (Instr Local),instr_local,instr_local,,0.38605611736219914,"{'STEM': 0.3379721669980119, 'humanities': 0.33517534537725824, 'social sciences': 0.4419889502762431, 'other (business, health, misc.)': 0.45157310302282544}",{},"('baseline', 'default', 'llama2', 'instr_local', '')",mmlu,0.3379721669980119,,,0.33517534537725824,,,0.45157310302282544,,,,0.4419889502762431
13,eval_result/accuracies_ckpts_full_baselines_llama2_instr_local.ckpt.json,full_baselines_llama2_instr_local,full,baseline,llama2,llama2,LLaMA 2,Baseline (Instr Local),instr_local,instr_local,,0.3874804158951716,"{'STEM': 0.3538767395626243, 'humanities': 0.3277364505844846, 'social sciences': 0.4306142346441339, 'other (business, health, misc.)': 0.46452806909315236}",{},"('baseline', 'full', 'llama2', 'instr_local', '')",mmlu,0.3538767395626243,,,0.3277364505844846,,,0.46452806909315236,,,,0.4306142346441339
14,eval_result/accuracies_ckpts_full_baselines_llama2_instr_local.ckpt__code.json,full_baselines_llama2_instr_local,full,baseline,llama2,llama2,LLaMA 2,Baseline (Instr Local),instr_local,code,,0.5104298262192999,"{'python': 0.5121753246753247, 'javascript': 0.49390714175536016, 'java': 0.5073023895350998, 'ruby': 0.5177709521720053, 'php': 0.5121693494417245, 'go': 0.5164789028059618}",{},"('baseline', 'full', 'llama2', 'instr_local', '')",code,,0.5164789028059618,,,0.5073023895350998,0.49390714175536016,,0.5121693494417245,0.5121753246753247,0.5177709521720053,
15,eval_result/accuracies_ckpts_full_baselines_llama2_instr_local.ckpt__gsm8k.json,full_baselines_llama2_instr_local,full,baseline,llama2,llama2,LLaMA 2,Baseline (Instr Local),instr_local,gsm8k,,0.08188021228203184,{'gsm8k': 0.08188021228203184},{},"('baseline', 'full', 'llama2', 'instr_local', '')",gsm8k,,,0.08188021228203184,,,,,,,,
16,eval_result/accuracies_ckpts_full_baselines_llama2_interleaved_all_in_one.ckpt.json,full_baselines_llama2_interleaved_all_in_one,full,baseline,llama2,llama2,LLaMA 2,Baseline (Interleaved),interleaved_all_in_one,interleaved_all_in_one,,0.3627688363480986,"{'STEM': 0.314777998674619, 'humanities': 0.32114771519659935, 'social sciences': 0.4081897952551186, 'other (business, health, misc.)': 0.42473781616286244}",{},"('baseline', 'full', 'llama2', 'interleaved_all_in_one', '')",mmlu,0.314777998674619,,,0.32114771519659935,,,0.42473781616286244,,,,0.4081897952551186
17,eval_result/accuracies_ckpts_full_baselines_llama2_interleaved_all_in_one.ckpt__code.json,full_baselines_llama2_interleaved_all_in_one,full,baseline,llama2,llama2,LLaMA 2,Baseline (Interleaved),interleaved_all_in_one,code,,0.5142297247560406,"{'python': 0.5024801587301587, 'javascript': 0.5059386086688261, 'java': 0.5094949645100152, 'ruby': 0.5138218516893375, 'php': 0.5267514353140079, 'go': 0.5203274788328318}",{},"('baseline', 'full', 'llama2', 'interleaved_all_in_one', '')",code,,0.5203274788328318,,,0.5094949645100152,0.5059386086688261,,0.5267514353140079,0.5024801587301587,0.5138218516893375,
18,eval_result/accuracies_ckpts_full_baselines_llama2_interleaved_all_in_one.ckpt__gsm8k.json,full_baselines_llama2_interleaved_all_in_one,full,baseline,llama2,llama2,LLaMA 2,Baseline (Interleaved),interleaved_all_in_one,gsm8k,,0.07429871114480667,{'gsm8k': 0.07429871114480667},{},"('baseline', 'full', 'llama2', 'interleaved_all_in_one', '')",gsm8k,,,0.07429871114480667,,,,,,,,
19,eval_result/accuracies_ckpts_baselines_qwen_moe_all_in_one.ckpt.json,baselines_qwen_moe_all_in_one,default,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (All-in-one),all_in_one,all_in_one,,0.5341831647913403,"{'STEM': 0.5132538104705102, 'humanities': 0.3942614240170032, 'social sciences': 0.6597335066623334, 'other (business, health, misc.)': 0.6375694016039481}",{},"('baseline', 'default', 'qwen_moe', 'all_in_one', '')",mmlu,0.5132538104705102,,,0.3942614240170032,,,0.6375694016039481,,,,0.6597335066623334
20,eval_result/accuracies_ckpts_full_baselines_qwen_moe_all_in_one.ckpt.json,full_baselines_qwen_moe_all_in_one,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (All-in-one),all_in_one,all_in_one,,0.5326876513317191,"{'STEM': 0.5033134526176276, 'humanities': 0.40488841657810837, 'social sciences': 0.6568085797855053, 'other (business, health, misc.)': 0.6276989512646515}",{},"('baseline', 'full', 'qwen_moe', 'all_in_one', '')",mmlu,0.5033134526176276,,,0.40488841657810837,,,0.6276989512646515,,,,0.6568085797855053
21,eval_result/accuracies_ckpts_full_baselines_qwen_moe_all_in_one.ckpt__gsm8k.json,full_baselines_qwen_moe_all_in_one,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (All-in-one),all_in_one,gsm8k,,0.6004548900682335,{'gsm8k': 0.6004548900682335},{},"('baseline', 'full', 'qwen_moe', 'all_in_one', '')",gsm8k,,,0.6004548900682335,,,,,,,,
22,eval_result/accuracies_ckpts_baselines_qwen_moe_code_local.ckpt.json,baselines_qwen_moe_code_local,default,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Code Local),code_local,code_local,,0.5318330722119357,"{'STEM': 0.49204771371769385, 'humanities': 0.40913921360255046, 'social sciences': 0.6542086447838804, 'other (business, health, misc.)': 0.6307834669956817}",{},"('baseline', 'default', 'qwen_moe', 'code_local', '')",code,0.49204771371769385,,,0.40913921360255046,,,0.6307834669956817,,,,0.6542086447838804
23,eval_result/accuracies_ckpts_full_baselines_qwen_moe_code_local.ckpt.json,full_baselines_qwen_moe_code_local,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Code Local),code_local,code_local,,0.5304799886056117,"{'STEM': 0.5066269052352551, 'humanities': 0.4002125398512221, 'social sciences': 0.6532336691582711, 'other (business, health, misc.)': 0.6252313386798273}",{},"('baseline', 'full', 'qwen_moe', 'code_local', '')",code,0.5066269052352551,,,0.4002125398512221,,,0.6252313386798273,,,,0.6532336691582711
24,eval_result/accuracies_ckpts_full_baselines_qwen_moe_code_local.ckpt__gsm8k.json,full_baselines_qwen_moe_code_local,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Code Local),code_local,gsm8k,,0.579226686884003,{'gsm8k': 0.579226686884003},{},"('baseline', 'full', 'qwen_moe', 'code_local', '')",gsm8k,,,0.579226686884003,,,,,,,,
25,eval_result/accuracies_ckpts_baselines_qwen_moe_gsm8k_local.ckpt.json,baselines_qwen_moe_gsm8k_local,default,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Gsm8K Local),gsm8k_local,gsm8k_local,,0.500569719413189,"{'STEM': 0.46587143803843606, 'humanities': 0.38108395324123273, 'social sciences': 0.6155346116347091, 'other (business, health, misc.)': 0.5971622455274522}",{},"('baseline', 'default', 'qwen_moe', 'gsm8k_local', '')",gsm8k,0.46587143803843606,,,0.38108395324123273,,,0.5971622455274522,,,,0.6155346116347091
26,eval_result/accuracies_ckpts_full_baselines_qwen_moe_gsm8k_local.ckpt.json,full_baselines_qwen_moe_gsm8k_local,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Gsm8K Local),gsm8k_local,gsm8k_local,,0.534040734938043,"{'STEM': 0.5059642147117296, 'humanities': 0.4025504782146653, 'social sciences': 0.6571335716607085, 'other (business, health, misc.)': 0.634176434299815}",{},"('baseline', 'full', 'qwen_moe', 'gsm8k_local', '')",gsm8k,0.5059642147117296,,,0.4025504782146653,,,0.634176434299815,,,,0.6571335716607085
27,eval_result/accuracies_ckpts_full_baselines_qwen_moe_gsm8k_local.ckpt__gsm8k.json,full_baselines_qwen_moe_gsm8k_local,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Gsm8K Local),gsm8k_local,gsm8k,,0.5875663381349507,{'gsm8k': 0.5875663381349507},{},"('baseline', 'full', 'qwen_moe', 'gsm8k_local', '')",gsm8k,,,0.5875663381349507,,,,,,,,
28,eval_result/accuracies_ckpts_baselines_qwen_moe_instr_local.ckpt.json,baselines_qwen_moe_instr_local,default,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Instr Local),instr_local,instr_local,,0.5064093433983763,"{'STEM': 0.4592445328031809, 'humanities': 0.39659936238044635, 'social sciences': 0.6295092622684433, 'other (business, health, misc.)': 0.5928439235040098}",{},"('baseline', 'default', 'qwen_moe', 'instr_local', '')",mmlu,0.4592445328031809,,,0.39659936238044635,,,0.5928439235040098,,,,0.6295092622684433
29,eval_result/accuracies_ckpts_full_baselines_qwen_moe_instr_local.ckpt.json,full_baselines_qwen_moe_instr_local,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Instr Local),instr_local,instr_local,,0.5333285856715567,"{'STEM': 0.510934393638171, 'humanities': 0.4025504782146653, 'social sciences': 0.6538836529086773, 'other (business, health, misc.)': 0.6295496607032696}",{},"('baseline', 'full', 'qwen_moe', 'instr_local', '')",mmlu,0.510934393638171,,,0.4025504782146653,,,0.6295496607032696,,,,0.6538836529086773
30,eval_result/accuracies_ckpts_full_baselines_qwen_moe_instr_local.ckpt__gsm8k.json,full_baselines_qwen_moe_instr_local,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Instr Local),instr_local,gsm8k,,0.5868081880212282,{'gsm8k': 0.5868081880212282},{},"('baseline', 'full', 'qwen_moe', 'instr_local', '')",gsm8k,,,0.5868081880212282,,,,,,,,
31,eval_result/accuracies_ckpts_full_baselines_qwen_moe_interleaved_all_in_one.ckpt__gsm8k.json,full_baselines_qwen_moe_interleaved_all_in_one,full,baseline,qwen_moe,qwen_moe,Qwen 1.5 MoE,Baseline (Interleaved),interleaved_all_in_one,gsm8k,,0.4844579226686884,{'gsm8k': 0.4844579226686884},{},"('baseline', 'full', 'qwen_moe', 'interleaved_all_in_one', '')",gsm8k,,,0.4844579226686884,,,,,,,,
32,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_1_client_1.ckpt.json,full_llama2_composite_meta3_clients_client_1_client_1,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,,,client_1,0.2293832787352229,"{'STEM': 0.2123923127899271, 'humanities': 0.24250797024442083, 'social sciences': 0.21774455638609036, 'other (business, health, misc.)': 0.23719925971622455}",{},"('client', 'full', 'llama2_composite_meta3', '', 'client_1')",mmlu,0.2123923127899271,,,0.24250797024442083,,,0.23719925971622455,,,,0.21774455638609036
33,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_1_client_1.ckpt__code.json,full_llama2_composite_meta3_clients_client_1_client_1,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,code,code,client_1,0.5039640302798197,"{'python': 0.5051406926406926, 'javascript': 0.5010026222427888, 'java': 0.508008473001598, 'ruby': 0.4835454146555507, 'php': 0.5023422915712726, 'go': 0.5023441326709117}",{},"('client', 'full', 'llama2_composite_meta3', 'code', 'client_1')",code,,0.5023441326709117,,,0.508008473001598,0.5010026222427888,,0.5023422915712726,0.5051406926406926,0.4835454146555507,
34,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_1_client_1.ckpt__gsm8k.json,full_llama2_composite_meta3_clients_client_1_client_1,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,gsm8k,gsm8k,client_1,0.009855951478392721,{'gsm8k': 0.009855951478392721},{},"('client', 'full', 'llama2_composite_meta3', 'gsm8k', 'client_1')",gsm8k,,,0.009855951478392721,,,,,,,,
35,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_2_client_2.ckpt.json,full_llama2_composite_meta3_clients_client_2_client_2,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,,,client_2,0.23308645492095142,"{'STEM': 0.21603711066931744, 'humanities': 0.23506907545164718, 'social sciences': 0.22001949951251218, 'other (business, health, misc.)': 0.25848241826033314}",{},"('client', 'full', 'llama2_composite_meta3', '', 'client_2')",mmlu,0.21603711066931744,,,0.23506907545164718,,,0.25848241826033314,,,,0.22001949951251218
36,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_2_client_2.ckpt__code.json,full_llama2_composite_meta3_clients_client_2_client_2,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,code,code,client_2,0.5088282983019825,"{'python': 0.5086129148629148, 'javascript': 0.5116458429739318, 'java': 0.5052213014233157, 'ruby': 0.4861781483106626, 'php': 0.5166778204360537, 'go': 0.5026940032188091}",{},"('client', 'full', 'llama2_composite_meta3', 'code', 'client_2')",code,,0.5026940032188091,,,0.5052213014233157,0.5116458429739318,,0.5166778204360537,0.5086129148629148,0.4861781483106626,
37,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_2_client_2.ckpt__gsm8k.json,full_llama2_composite_meta3_clients_client_2_client_2,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,gsm8k,gsm8k,client_2,0.013646702047005308,{'gsm8k': 0.013646702047005308},{},"('client', 'full', 'llama2_composite_meta3', 'gsm8k', 'client_2')",gsm8k,,,0.013646702047005308,,,,,,,,
38,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_3_client_3.ckpt.json,full_llama2_composite_meta3_clients_client_3_client_3,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,,,client_3,0.23963822817262498,"{'STEM': 0.2229953611663353, 'humanities': 0.2414452709883103, 'social sciences': 0.22586935326616833, 'other (business, health, misc.)': 0.2655768044417027}",{},"('client', 'full', 'llama2_composite_meta3', '', 'client_3')",mmlu,0.2229953611663353,,,0.2414452709883103,,,0.2655768044417027,,,,0.22586935326616833
39,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_3_client_3.ckpt__code.json,full_llama2_composite_meta3_clients_client_3_client_3,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,code,code,client_3,0.500969869390922,"{'python': 0.5057720057720058, 'javascript': 0.4993058769088385, 'java': 0.499312497677357, 'ruby': 0.4901272487933304, 'php': 0.5001232785037512, 'go': 0.5008047022601637}",{},"('client', 'full', 'llama2_composite_meta3', 'code', 'client_3')",code,,0.5008047022601637,,,0.499312497677357,0.4993058769088385,,0.5001232785037512,0.5057720057720058,0.4901272487933304,
40,eval_result/accuracies_ckpts_full_llama2_composite_meta3_clients_client_3_client_3.ckpt__gsm8k.json,full_llama2_composite_meta3_clients_client_3_client_3,full,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,gsm8k,gsm8k,client_3,0.011372251705837756,{'gsm8k': 0.011372251705837756},{},"('client', 'full', 'llama2_composite_meta3', 'gsm8k', 'client_3')",gsm8k,,,0.011372251705837756,,,,,,,,
41,eval_result/accuracies_ckpts_llama2_composite_meta3_clients_client_1_client_1.ckpt.json,llama2_composite_meta3_clients_client_1_client_1,default,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,,,client_1,0.2388548639794901,"{'STEM': 0.219350563286945, 'humanities': 0.25292242295430395, 'social sciences': 0.2265193370165746, 'other (business, health, misc.)': 0.24830351634793338}",{},"('client', 'default', 'llama2_composite_meta3', '', 'client_1')",mmlu,0.219350563286945,,,0.25292242295430395,,,0.24830351634793338,,,,0.2265193370165746
42,eval_result/accuracies_ckpts_llama2_composite_meta3_clients_client_2_client_2.ckpt.json,llama2_composite_meta3_clients_client_2_client_2,default,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,,,client_2,0.3140578265204387,"{'STEM': 0.2803180914512923, 'humanities': 0.29394261424017004, 'social sciences': 0.34026649333766656, 'other (business, health, misc.)': 0.34978408389882787}",{},"('client', 'default', 'llama2_composite_meta3', '', 'client_2')",mmlu,0.2803180914512923,,,0.29394261424017004,,,0.34978408389882787,,,,0.34026649333766656
43,eval_result/accuracies_ckpts_llama2_composite_meta3_clients_client_3_client_3.ckpt.json,llama2_composite_meta3_clients_client_3_client_3,default,client,llama2_composite_meta3,llama2_composite_meta3,LLaMA 2,Standard,,,client_3,0.24797037459051416,"{'STEM': 0.21835652750165674, 'humanities': 0.2563230605738576, 'social sciences': 0.2317192070198245, 'other (business, health, misc.)': 0.27884022208513265}",{},"('client', 'default', 'llama2_composite_meta3', '', 'client_3')",mmlu,0.21835652750165674,,,0.2563230605738576,,,0.27884022208513265,,,,0.2317192070198245
44,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_1_client_1.ckpt.json,full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_bank_perclient,llama2_composite_meta3_unlearn_bank_perclient,LLaMA 2,Unlearn,,,client_1,0.3732374305654465,"{'STEM': 0.32471835652750164, 'humanities': 0.31052072263549413, 'social sciences': 0.4436139096522587, 'other (business, health, misc.)': 0.44262800740283775}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_bank_perclient', '', 'client_1')",mmlu,0.32471835652750164,,,0.31052072263549413,,,0.44262800740283775,,,,0.4436139096522587
45,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_1_client_1.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn_bank_perclient,llama2_composite_meta3_unlearn_bank_perclient,LLaMA 2,Unlearn,gsm8k,gsm8k,client_1,0.07354056103108415,{'gsm8k': 0.07354056103108415},{},"('client', 'full', 'llama2_composite_meta3_unlearn_bank_perclient', 'gsm8k', 'client_1')",gsm8k,,,0.07354056103108415,,,,,,,,
46,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_2_client_2.ckpt.json,full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_bank_perclient,llama2_composite_meta3_unlearn_bank_perclient,LLaMA 2,Unlearn,,,client_2,0.34289987181313203,"{'STEM': 0.2982107355864811, 'humanities': 0.2922422954303932, 'social sciences': 0.3880402989925252, 'other (business, health, misc.)': 0.4151758173966687}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_bank_perclient', '', 'client_2')",mmlu,0.2982107355864811,,,0.2922422954303932,,,0.4151758173966687,,,,0.3880402989925252
47,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_2_client_2.ckpt__gsm8k.json,full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_2_client_2,full,client,llama2_composite_meta3_unlearn_bank_perclient,llama2_composite_meta3_unlearn_bank_perclient,LLaMA 2,Unlearn,gsm8k,gsm8k,client_2,0.1281273692191054,{'gsm8k': 0.1281273692191054},{},"('client', 'full', 'llama2_composite_meta3_unlearn_bank_perclient', 'gsm8k', 'client_2')",gsm8k,,,0.1281273692191054,,,,,,,,
48,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_3_client_3.ckpt.json,full_llama2_composite_meta3_unlearn_bank_perclient_clients_client_3_client_3,full,client,llama2_composite_meta3_unlearn_bank_perclient,llama2_composite_meta3_unlearn_bank_perclient,LLaMA 2,Unlearn,,,client_3,0.3842757441959835,"{'STEM': 0.3336646785950961, 'humanities': 0.3283740701381509, 'social sciences': 0.44166395840103995, 'other (business, health, misc.)': 0.4580505860579889}",{},"('client', 'full', 'llama2_composite_meta3_unlearn_bank_perclient', '', 'client_3')",mmlu,0.3336646785950961,,,0.3283740701381509,,,0.4580505860579889,,,,0.44166395840103995
49,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_1_client_1.ckpt.json,full_llama2_composite_meta3_unlearn_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,,,client_1,0.3540806152969662,"{'STEM': 0.29390324718356525, 'humanities': 0.310308182784272, 'social sciences': 0.409164770880728, 'other (business, health, misc.)': 0.4213448488587292}",{},"('client', 'full', 'llama2_composite_meta3_unlearn', '', 'client_1')",mmlu,0.29390324718356525,,,0.310308182784272,,,0.4213448488587292,,,,0.409164770880728
50,eval_result/accuracies_ckpts_full_llama2_composite_meta3_unlearn_clients_client_1_client_1.ckpt__code.json,full_llama2_composite_meta3_unlearn_clients_client_1_client_1,full,client,llama2_composite_meta3_unlearn,llama2_composite_meta3_unlearn,LLaMA 2,Unlearn,code,code,client_1,0.4998458156352893,"{'python': 0.4991432178932179, 'javascript': 0.49992287521209317, 'java': 0.5002043925824073, 'ruby': 0.49890302764370337, 'php': 0.5000528336444648, 'go': 0.4999650129452103}",{},"('client', 'full', 'llama2_composite_meta3_unlearn', 'code', 'client_1')",code,,0.4999650129452103,,,0.5002043925824073,0.49992287521209317,,0.5000528336444648,0.4991432178932179,0.49890302764370337,
